Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FS","Suite of Food Security Indicators","585","Palau","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","585","Palau","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","585","Palau","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","585","Palau","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","585","Palau","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","585","Palau","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","585","Palau","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","585","Palau","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","585","Palau","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20172019","2017-2019","%","","E","Estimated value"
"FS","Suite of Food Security Indicators","585","Palau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.19","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2018","2018","%","86","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","99","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2018","2018","%","98","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6132","Value","210260","Number of children under 5 years affected by wasting (million)","2018","2018","million No","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2018","2018","million No","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2018","2018","million No","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","40.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6132","Value","210420","Number of obese adults (18 years and older) (million)","2018","2018","million No","<0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2018","2018","%","28.3","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2018","2018","million No","<0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","13.5","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6132","Value","210490","Number of newborns with low birthweight (million)","2018","2018","million No","<0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2018","2018","%","3.02","E","Estimated value"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20172019","2017-2019","%","47","E","Estimated value"
"FS","Suite of Food Security Indicators","275","Palestine","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","54.4","E","Estimated value"
"FS","Suite of Food Security Indicators","275","Palestine","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","17.3","E","Estimated value"
"FS","Suite of Food Security Indicators","275","Palestine","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","Int$/cap","6342.9","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","4.2","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","3.6","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","4.9","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","3.6","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","3","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","4.3","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","4.8","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","4.2","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","5.5","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","26.8","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","25","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","28.6","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","24.8","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","22.9","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","26.7","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","28.9","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","27.2","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","30.6","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","0.2","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","0.2","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","0.2","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","<0.1","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","1.3","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","1.2","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","1.4","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.4","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.3","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.4","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.4","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.4","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.4","A","Official figure"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","100","E","Estimated value"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20172019","2017-2019","%","22.6","E","Estimated value"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20172019","2017-2019","%","46","E","Estimated value"
"FS","Suite of Food Security Indicators","275","Palestine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.8","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2018","2018","%","79","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","97","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21046","Percentage of population using safely managed sanitation services (percent)","2018","2018","%","64","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2018","2018","%","98","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210260","Number of children under 5 years affected by wasting (million)","2018","2018","million No","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","7.9","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2018","2018","million No","0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","7.9","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2018","2018","million No","0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","36.4","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210420","Number of obese adults (18 years and older) (million)","2018","2018","million No","0.9","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2018","2018","%","30.7","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2018","2018","million No","0.4","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","10.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210490","Number of newborns with low birthweight (million)","2018","2018","million No","<0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","275","Palestine","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1718","E","Estimated value"
"FS","Suite of Food Security Indicators","275","Palestine","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/cap/d","2214","E","Estimated value"
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2018","2018","%","2.51","E","Estimated value"
"FS","Suite of Food Security Indicators","275","Palestine","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","61.8","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","130","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6128","Value","220001","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day)","2018","2018","kcal/cap/d","3043","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20172019","2017-2019","kcal/cap/d","2993","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20172019","2017-2019","%","42","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","93.3","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","53.8","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","Int$/cap","32767.3","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","5","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.2","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","68.1","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20172019","2017-2019","%","0.5","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20172019","2017-2019","%","17","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.25","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","37","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","94","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2018","2018","%","82","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210260","Number of children under 5 years affected by wasting (million)","2018","2018","million No","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","15.9","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2018","2018","million No","0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","11.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2018","2018","million No","<0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","32.3","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210420","Number of obese adults (18 years and older) (million)","2018","2018","million No","0.9","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2018","2018","%","21.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2018","2018","million No","0.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","10.3","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210490","Number of newborns with low birthweight (million)","2018","2018","million No","<0.1","X","Figure from international organizations"
